score
-0.6246491997289534
-0.3613866229846165
-0.44494431163950243
-0.39832349847372334
-0.3756497604668975
-0.30192705755185467
-0.5428772738571116
-0.5334584186828809
-0.11942419470485587
-0.21204708473776063
-0.12830858844942294
-0.03098320995474747
-0.13086841195816998
-0.13571365658023862
-0.10046242527556411
-0.0924097289330688
-0.0020617105001004042
-0.07127584155564172
-0.08370477907412884
-0.13319503622110507
-0.12047268586990932
-0.09812977863500447
-0.3282950327450687
-0.06871338704068375
-0.049372337536432095
-0.11837416261381585
-0.02372745033445522
-0.12188532349469652
-0.06215425641606
-0.08073805497815574
-0.06319925124880732
-0.11781812906936731
-0.029193278393780067
-0.008403751854481624
-0.16286229374581818
-0.3594846196421602
-0.01884615378332266
-0.05424415398986681
-0.10305142793854509
-0.1448348809629343
-0.222116914587508
-0.04637844902077165
-0.1874009222604024
-0.14065810852024846
-0.12571360046514937
-0.013858086954331087
-0.14867784744792398
-0.14955045404394862
-0.10630787812610393
-0.10046510086874494
-0.07808195107490133
-0.22149838060082508
-0.02013283972056083
-0.05455406878301954
-0.2778677220144313
-0.32809227210250935
-0.011678363213612453
-0.03322758272622091
-0.03448866624650448
-0.07339198658169814
-0.021800723313691497
-0.06107636464203035
-0.006368145669419649
-0.027836406436376068
-0.04469595641721413
-0.22705315925424366
-0.0699272694798926
-0.05107900778524737
-0.10380280773878504
-0.1514470837192419
-0.29533192512712036
-0.08706678604170283
-0.034816791762056806
-0.039807274770541586
-0.25469847284007247
-0.25686418624533586
-0.06012474850132643
-0.11426025901934551
-0.04508309063880384
-0.0280385341376595
